165
5.434782608695652E-4,	0.021739130434782608,	0.43478260869565216,	0.05
0.002717391304347822,	0.04347826086956514,	0.4347826086956506,	0.05
0.007608695652173897,	0.09782608695652148,	1.0869565217391268,	0.05
0.016304347826086918,	0.17391304347826042,	1.5217391304347787,	0.05
0.029891304347826463,	0.27173913043479087,	1.956521739130609,	0.05
0.04945652173913161,	0.391304347826103,	2.391304347826243,	0.05
0.07608695652174138,	0.5326086956521955,	2.8260869565218494,	0.05
0.11086956521739495,	0.6956521739130713,	3.260869565217517,	0.05
0.15489130434783155,	0.8804347826087319,	3.695652173913211,	0.05
0.20923913043477188,	1.0869565217388066,	4.130434782601495,	0.05
0.27445652173909973,	1.304347826086557,	4.347826086955009,	0.05
0.350543478260842,	1.5217391304348449,	4.347826086965756,	0.05
0.4375000000000061,	1.7391304347832826,	4.3478260869687535,	0.05
0.5353260869565658,	1.956521739131194,	4.347826086958229,	0.05
0.6440217391304945,	2.1739130434785747,	4.347826086947615,	0.05
0.7635869565216794,	2.3913043478236973,	4.347826086902451,	0.05
0.8940217391302444,	2.6086956521713,	4.347826086952056,	0.05
1.0353260869561902,	2.826086956518914,	4.347826086952278,	0.05
1.1874999999995164,	3.0434782608665234,	4.347826086952189,	0.05
1.350543478260223,	3.260869565214133,	4.347826086952189,	0.05
1.5244565217383097,	3.4782608695617334,	4.347826086952011,	0.05
1.709239130433777,	3.6956521739093473,	4.347826086952278,	0.05
1.904891304346625,	3.9130434782569568,	4.347826086952189,	0.05
2.1108695652159843,	4.119565217387184,	4.130434782604553,	0.05
2.3260869565201174,	4.304347826082662,	3.695652173909547,	0.05
2.5494565217375595,	4.467391304348842,	3.2608695653236097,	0.05
2.779891304347304,	4.608695652194887,	2.8260869569209035,	0.05
3.016304347826641,	4.7282608695867445,	2.391304347837142,	0.05
3.257608695653826,	4.826086956543696,	1.9565217391390277,	0.05
3.5027173913071152,	4.902173913065786,	1.5217391304418015,	0.05
3.7505434782647646,	4.956521739152988,	1.0869565217440424,	0.05
4.000000000005031,	4.989130434805329,	0.6521739130468163,	0.05
4.2500000000061675,	5.000000000022737,	0.217391304348169,	0.05
4.500000000007306,	5.000000000022773,	7.105427357601002E-13,	0.05
4.750000000008443,	5.000000000022737,	-7.105427357601002E-13,	0.05
5.000000000009582,	5.000000000022773,	7.105427357601002E-13,	0.05
5.225903960956241,	4.518079218933189,	-9.638415621791676,	0.05
5.451432534998087,	4.510571480836918,	-0.150154761925414,	0.05
5.6763175194323425,	4.497699688685111,	-0.25743584303615563,	0.05
5.900584677674755,	4.485343164848242,	-0.24713047673737165,	0.05
6.124266848822843,	4.4736434229617625,	-0.23399483772958973,	0.05
6.347404241904113,	4.462747861625405,	-0.2179112267271499,	0.05
6.57004457334934,	4.452806628904539,	-0.19882465441732222,	0.05
6.792243024999846,	4.443969033010114,	-0.17675191788850242,	0.05
7.014061987568385,	4.436379251370795,	-0.15179563278637787,	0.05
7.235570586959005,	4.4301719878123995,	-0.12414527116790808,	0.05
7.456843976439512,	4.425467789610127,	-0.09408396404545272,	0.05
7.677962412786638,	4.422368726942525,	-0.06198125335203031,	0.05
7.899010130797386,	4.420954360214955,	-0.028287334551411192,	0.05
8.120074061988376,	4.421278623819801,	0.00648527209692773,	0.05
8.34124243640275,	4.423367488287482,	0.04177728935362168,	0.05
8.562603332235213,	4.427217916649277,	0.07700856723589666,	0.05
